Filename	IsInterpolated	MeasCount	Longitude	UmtsAsnVersion1.0.0Latitude	SecCode	BroadcastCode	CenterFreq	Date	Time	ScannerID	HGT_AGL	SignalLevels
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_38_1960	38	1960	7/15/2014	16:15:08	1064151027177	10001	0	g8cOR7t9yBuJZGj1wHKaKg==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_50_1960	50	1960	7/15/2014	16:15:08	1064152502870	10001	0	kRoOdENL0amf+XOnyjUshQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_56_1960	56	1960	7/15/2014	16:15:08	1064166313126	10001	0	c0LECp4pgfL83an1xXN0WQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064175303280	10001	0	VJh7aS7xMq/sgUJR2UCHzA==
\das_output_NOT_encrypted.dmm	False	50	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064164374049	10001	0	mDXgBS5w61Ilwqd70jf49g==
\das_output_NOT_encrypted.dmm	False	51	-78.7857819	42.7738648	Code_99999_1960	99999	1960	7/15/2014	16:15:08	1064105075588	10001	0	ECH9p+9U/lD9Fy03bzY6vQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064170825946	10001	0	hG215/8q7o50FkUOWM5bjQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_63_1960	63	1960	7/15/2014	16:15:08	1064171108408	10001	0	MdCR4/QqDQ7FPv7njgHdoQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_11_1960	11	1960	7/15/2014	16:15:08	1064172291177	10001	0	87hjOCagRow6y68iOE8Hfw==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_35_1960	35	1960	7/15/2014	16:15:08	1064126323793	10001	0	60fDBC6ls7drYf375wj0Xw==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_19_1960	19	1960	7/15/2014	16:15:08	1064128895280	10001	0	i59ws/7i/is4gKJF43ui9Q==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064132008100	10001	0	m/jWpPqmyqxVes+LGDxseg==
\das_output_NOT_encrypted.dmm	False	48	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064175590254	10001	0	4KjKENtvImb+Fz9aqxOsaA==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_70_1960	70	1960	7/15/2014	16:15:08	1064115422870	10001	0	BUjZ10eR0MhQReEfeFNe7Q==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_192_1960	192	1960	7/15/2014	16:15:08	1064117689331	10001	0	1BqS2Uxr0NwpZthKrQ/Dvw==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064133193536	10001	0	pwF+C3VWHdFdDegTiPwzzw==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_61_1960	61	1960	7/15/2014	16:15:08	1064142994972	10001	0	4fTUV2Yiwxm3UiTE0KGnjA==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064143677229	10001	0	7CY1niRLXV02B+YhCmeRPQ==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064146610562	10001	0	xG37Pf3ND1s0zy2d85CnFg==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064136266562	10001	0	IuzTSJQh7liHZtqsCZRv/A==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064137245023	10001	0	UUIkjnKZTKuBk88ydJrgOw==
\das_output_NOT_encrypted.dmm	False	49	-78.7857819	42.7738648	Code_14_1960	14	1960	7/15/2014	16:15:08	1064139341023	10001	0	Q+gtjkzd7CAhTimwGnvKrQ==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_70_1960	70	1960	7/15/2014	16:15:08	1064118224921	10001	0	o3cRQNNcLZGqR3QxcfZbZg==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064111980613	10001	0	7JIrC7Qxq7GTJTKNjL0c+w==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_14_1960	14	1960	7/15/2014	16:15:08	1064114079075	10001	0	tmEIXlfgjVFvFTWsuahLfQ==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064118415280	10001	0	UaOkK07fNJU+7fKoxEBIjw==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064107929126	10001	0	4wNYpb1u2JuQHCJystVfPQ==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064108653023	10001	0	fQAxD1unv1M3cq9X8+SVUA==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064111004613	10001	0	eeM8Bljt9dHc0Sw6fIgycg==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_54_1960	54	1960	7/15/2014	16:15:08	1064119189023	10001	0	gh9ZyQr9u9++eD7Dg9dhCg==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_56_1960	56	1960	7/15/2014	16:15:08	1064126287075	10001	0	lLfvBapfvCIEkpghgeaH1A==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064135239485	10001	0	P0OgjOJ9rNPjzgFujYFvNQ==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_61_1960	61	1960	7/15/2014	16:15:08	1064139001126	10001	0	di7vmrePCH8eAFFNv1R0Ag==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064121351690	10001	0	T3kPiQ39BdpG+Ge/GNVGHA==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064122032716	10001	0	6b4/Yr8cUfkDRvKwK+I/Mg==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064124092408	10001	0	kRKW9AChSJAjqOua4AukPg==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064128731177	10001	0	CwIXoD8t8DVRgw9Vm/FQ5g==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064131083177	10001	0	rGKwyUsve5dcvIr1Bxt0xw==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064138493434	10001	0	ujeK4NIcqRCWxOEPN4jafg==
\das_output_NOT_encrypted.dmm	False	37	-78.7857819	42.7738648	Code_54_1960	54	1960	7/15/2014	16:15:08	1064175529536	10001	0	kOnmQJysq/ICRKIRei8Dhg==
\das_output_NOT_encrypted.dmm	False	38	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064167792100	10001	0	DEgWNyy3fCTyS4YUffC4tQ==
\das_output_NOT_encrypted.dmm	False	39	-78.7857819	42.7738648	Code_99999_1960	99999	1960	7/15/2014	16:15:08	1064105075588	10001	0	ECH9p+9U/lD9Fy03bzY6vQ==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064140845023	10001	0	ycAxv1oZCW2EbbIhfPkXtQ==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064165640100	10001	0	qZ0u5FplptEX/FO8ieG7cg==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064169393126	10001	0	ub8KVAb+pG4wQEHVVkfHeg==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064173444818	10001	0	7uA/lfXTqR3sDst+GxuoDQ==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064141430254	10001	0	9dMNLYK5j4zr4ug9XUm2wg==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064142111075	10001	0	gYkwLaQXZO4/NiL7rOGqGw==
\das_output_NOT_encrypted.dmm	False	40	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064155317639	10001	0	489IrZR0anvGj3hmu9DbFw==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_192_1960	192	1960	7/15/2014	16:15:08	1064139066152	10001	0	EkP/KOUvFrRLGacXE6oxjg==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064148731382	10001	0	Z3r246teANwKj+novNxe2w==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064159053844	10001	0	hd2wnaYxIvoTm3tbxGnJAQ==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064162807075	10001	0	F0QE22qvVEH0TDoqoZdjcw==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064134258357	10001	0	FH3PzC0btCAdENReBj73sQ==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064134841741	10001	0	qnWk7gcKGjpDAg0VQsjnow==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064135523382	10001	0	d4Ai1e1X+bknmY1geTJl3A==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064166858767	10001	0	FrUk2++XI0pSVAhIKu29vw==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064111576305	10001	0	1C1mdIf/YbNQ8nq2apFC7w==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064115329331	10001	0	oeIqHlWYPQgAHWjaqERMfg==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064116053229	10001	0	R9dH9nlU00nZI8NlfIomNA==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064173292408	10001	0	VuvHDcYQ7om3ZqN8VEzbBw==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_63_1960	63	1960	7/15/2014	16:15:08	1064105144716	10001	0	mVaqczolBOQ8beABqMZKAg==
\das_output_NOT_encrypted.dmm	False	45	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064107976921	10001	0	UJ3iecpWpHW+0VQOHM5S/Q==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_19_1960	19	1960	7/15/2014	16:15:08	1064148983075	10001	0	h5DzfCP+X9qkJLRyr24+Mw==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_38_1960	38	1960	7/15/2014	16:15:08	1064155721741	10001	0	mNoMQHS4u1w0OJEtoHJjjw==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_63_1960	63	1960	7/15/2014	16:15:08	1064156453229	10001	0	6rCfSkqQ+xylWRDASO9LTA==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_18_1960	18	1960	7/15/2014	16:15:08	1064143162767	10001	0	CcxK7u0esBZazsimHulMBQ==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_50_1960	50	1960	7/15/2014	16:15:08	1064144634972	10001	0	eboes2RGmtPltkgXlYmnhg==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064145562357	10001	0	Z1uFNmqhpSLZufOrweFSWA==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_35_1960	35	1960	7/15/2014	16:15:08	1064159112100	10001	0	fJyheMMuhbrhhgGUGxDG3A==
\das_output_NOT_encrypted.dmm	False	43	-78.7857819	42.7738648	Code_99999_1960	99999	1960	7/15/2014	16:15:08	1064105075588	10001	0	ECH9p+9U/lD9Fy03bzY6vQ==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064122145126	10001	0	0/zRHUYS3VeDu6eNK6hnpQ==
\das_output_NOT_encrypted.dmm	False	44	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064124496100	10001	0	GVi0xwp8brai4uWicXZqIQ==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_70_1960	70	1960	7/15/2014	16:15:08	1064168874972	10001	0	A/mp1eV3IUXKHkicZS0qaw==
\das_output_NOT_encrypted.dmm	False	41	-78.7857819	42.7738648	Code_11_1960	11	1960	7/15/2014	16:15:08	1064171175075	10001	0	ljNWFrksmOibs/7jDkQM6A==
\das_output_NOT_encrypted.dmm	False	42	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064127331177	10001	0	geKf0gPkvbi0pom2+xbTaA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_63_1960	63	1960	7/15/2014	16:15:08	1064140183075	10001	0	oytZbrhQWAb2DDfNT+z3yA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_54_1960	54	1960	7/15/2014	16:15:08	1064140338562	10001	0	mMhrdwgm/luSnJuOdG4waA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_50_1960	50	1960	7/15/2014	16:15:08	1064141070870	10001	0	Pf+rpKJC0vsig9beIiqAgg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064131365023	10001	0	mWkf20l6j0jFxlnya6vjxg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_11_1960	11	1960	7/15/2014	16:15:08	1064134146767	10001	0	+rrMCo9QiL6o1lkwLONWYA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_19_1960	19	1960	7/15/2014	16:15:08	1064138154562	10001	0	wXX2+9kICnnKS85x7xkCcQ==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_192_1960	192	1960	7/15/2014	16:15:08	1064142775690	10001	0	pz85eMf9xj69J2J6539yxA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064158636613	10001	0	Sx4HvcpZ42EaTm67ggNuJw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064159361126	10001	0	r48EesP3CmNpHTM9brytZw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064161719280	10001	0	xIMDQj3JfHtQs2+5LvsW+g==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064144562767	10001	0	H/SzjB7+Ea83M6wGIumW7Q==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_35_1960	35	1960	7/15/2014	16:15:08	1064146671485	10001	0	tUtIyZLo+CkOxQA4hNg4Cw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_70_1960	70	1960	7/15/2014	16:15:08	1064153669434	10001	0	Zt5B9KeHLr5W7D17WCOAxQ==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064106086664	10001	0	pJXrqSom7fBG/SudhHAinw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_61_1960	61	1960	7/15/2014	16:15:08	1064107984100	10001	0	yokc53+l9d/cEAFV0SA/DQ==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_38_1960	38	1960	7/15/2014	16:15:08	1064108050972	10001	0	+G2sMNaG4jrk3zZUikldEA==
\das_output_NOT_encrypted.dmm	False	8	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064172468408	10001	0	emoXIeOpQdh4VldOAGX22g==
\das_output_NOT_encrypted.dmm	False	8	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064174826972	10001	0	0IShDcWV5nANtB359HBSzg==
\das_output_NOT_encrypted.dmm	False	8	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064175795793	10001	0	fwp6sgJOa+zUL6xsaFX+gw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064113499998	10001	0	JW+HJdh1rvvofUzt3dZNVg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064127743895	10001	0	iM9s2FIUSJokJ2JqVYyKSA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_22_1960	22	1960	7/15/2014	16:15:08	1064129732203	10001	0	vNqOU0Fqhdq/dr3aM4e7LA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064130690357	10001	0	6cQPjhQ5Bbtkgqrk3fIKrA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064114921536	10001	0	745rcsoo9xx/pdSTa8QWEw==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_18_1960	18	1960	7/15/2014	16:15:08	1064122569741	10001	0	xOhFab3WrpzYJSE9Za3Fxg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_56_1960	56	1960	7/15/2014	16:15:08	1064126022254	10001	0	04/+ZV33SRLxlwD43VzNjg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064162688305	10001	0	1lXQK0IxbMUZfACUIlDXgg==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_50_1960	50	1960	7/15/2014	16:15:08	1064117192716	10001	0	/6W7oVUhCQ8lW1Dy+qcbvA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064118693229	10001	0	mpy2zzVcT0SWPzzxArb1zw==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_63_1960	63	1960	7/15/2014	16:15:08	1064122343690	10001	0	YI/wi3GKFzR5slpo1eiWfw==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064173673741	10001	0	DvtaiFIONN7MAvyCSv5mjQ==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064105494459	10001	0	/khackAjqjz0dHO4X0vMSA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064112832921	10001	0	CNAdTvqFW1HSAd3KEAeysA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064129016511	10001	0	pViTK6erpPgcB6A5eNNCwg==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_54_1960	54	1960	7/15/2014	16:15:08	1064136513741	10001	0	dD2Xif5dC9lkLEtWBJ0QeA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_38_1960	38	1960	7/15/2014	16:15:08	1064138275793	10001	0	HIqJq4EosAP1eSMuVKQRuA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_14_1960	14	1960	7/15/2014	16:15:08	1064138924818	10001	0	mL7uv+By3Fr8v2fVlpB14w==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064133491588	10001	0	OOD8Z8LT0ca7WEQ9z6C/bA==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_61_1960	61	1960	7/15/2014	16:15:08	1064134874562	10001	0	GIC6J/gmm+FKOVn339RbNw==
\das_output_NOT_encrypted.dmm	False	13	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064135849331	10001	0	FhD9QLuckaITqvNrv6EdCA==
\das_output_NOT_encrypted.dmm	False	11	-78.7857819	42.7738648	Code_99999_1960	99999	1960	7/15/2014	16:15:08	1064105075588	10001	0	ECH9p+9U/lD9Fy03bzY6vQ==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_107_1960	107	1960	7/15/2014	16:15:08	1064128960511	10001	0	x9E0Tu/CuEbdk1DNc/vBwg==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064138728716	10001	0	tlc6dvfVNT1yxyBr6s/8Cg==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_14_1960	14	1960	7/15/2014	16:15:08	1064164794972	10001	0	mqawjICjS2Ym1pLknb0sZA==
\das_output_NOT_encrypted.dmm	False	9	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064171478870	10001	0	/NmjsKr+kiePfFTuYBbFBA==
\das_output_NOT_encrypted.dmm	False	10	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064128561741	10001	0	JeGK0qzl0CbE/rAMdD2DRw==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064141078049	10001	0	6mveWLMWeYEh4vz9ljToxA==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064165871280	10001	0	b0ZGCuhj7ISfD1ZfKrSIzw==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064169621844	10001	0	Ggs19+B2vCf4/OPnVJwmnA==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064172704305	10001	0	I160DyJN4rZa3Yx7xTMJLw==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064141674357	10001	0	XefF45yeyv/FerYkKDvKTg==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064142349434	10001	0	ZzVO3DrM4KHdYUusLHjB0g==
\das_output_NOT_encrypted.dmm	False	12	-78.7857819	42.7738648	Code_47_1960	47	1960	7/15/2014	16:15:08	1064155547998	10001	0	YqPl+T9cAiosigb/JoVhoA==
\das_output_NOT_encrypted.dmm	False	8	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064144472305	10001	0	7IQhzv77KDHQ6vvcubB4iQ==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_153_1960	153	1960	7/15/2014	16:15:08	1064136208100	10001	0	TI7xI1WV2DYCQntVOHKQXg==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_35_1960	35	1960	7/15/2014	16:15:08	1064153012818	10001	0	nlm47cOLgBaV+Hto2LWewA==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_40_1960	40	1960	7/15/2014	16:15:08	1064158307793	10001	0	Tk7omUF56eBorHQfTUNi9w==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_22_1960	22	1960	7/15/2014	16:15:08	1064129403382	10001	0	d/tIAd/U0fgHoqWdtYlloQ==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064129764613	10001	0	Uwxm26m3IpzejpYnUn+iSg==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_106_1960	106	1960	7/15/2014	16:15:08	1064130362972	10001	0	zEHbT2tldx5yTjOvWMIndQ==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_62_1960	62	1960	7/15/2014	16:15:08	1064162359690	10001	0	4543ooz581kFtS8yDraTyQ==
\das_output_NOT_encrypted.dmm	False	4	-78.7857819	42.7738648	Code_33_1960	33	1960	7/15/2014	16:15:08	1064134338357	10001	0	F9rz+yB9Ztpdii4+3MOWfA==
\das_output_NOT_encrypted.dmm	False	4	-78.7857819	42.7738648	Code_22_1960	22	1960	7/15/2014	16:15:08	1064143736511	10001	0	K/RWiSgLOADL3gANXQ94rw==
\das_output_NOT_encrypted.dmm	False	4	-78.7857819	42.7738648	Code_36_1960	36	1960	7/15/2014	16:15:08	1064144097536	10001	0	gwHqu0b0nIB0OGiKresY0Q==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_255_1960	255	1960	7/15/2014	16:15:08	1064168801741	10001	0	mdjDjIoQPUDyNhw6+vbSug==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064172422870	10001	0	P4CGUj7XW3Uozc6xWXreAw==
\das_output_NOT_encrypted.dmm	False	3	-78.7857819	42.7738648	Code_61_1960	61	1960	7/15/2014	16:15:08	1064173051382	10001	0	Tw3XjpCP+7zxjtlENKSgiw==
\das_output_NOT_encrypted.dmm	False	2	-78.7857819	42.7738648	Code_254_1960	254	1960	7/15/2014	16:15:08	1064138079690	10001	0	sfdx9T5Ic35s1gEc3yse6w==
\das_output_NOT_encrypted.dmm	False	2	-78.7857819	42.7738648	Code_112_1960	112	1960	7/15/2014	16:15:08	1064161600100	10001	0	A0gswbnN6VmsPokx3a35fw==
\das_output_NOT_encrypted.dmm	False	2	-78.7857819	42.7738648	Code_15_1960	15	1960	7/15/2014	16:15:08	1064163021844	10001	0	2+buQQZ40UaAAgSRi2sGSA==
